No	Protein	Protein	Class
7532	CG13884	CG10639	2
7533	CG13884	CG12535	2
7534	CG13884	CG14029	2
7535	CG13884	CG33230	2
7536	CG13908	CG10107	2
7537	CG13908	CG13396	2
7538	CG13912	CG12644	2
7539	CG13912	CG31699	2
7540	CG13914	CG11373	2
7541	CG13914	CG12689	2
7542	CG13914	CG1981	2
7543	CG13920	CG7630	2
7544	CG13921	CG12438	2
7545	CG13921	CG12502	2
7546	CG13921	CG13673	2
7547	CG13921	CG32032	2
7548	CG13923	CG5262	2
7549	CG13925	CG6379	2
7550	CG13927	CG4648	2
7551	CG13931	CG4592	2
7552	CG13931	CG6903	2
7553	CG13932	CG13795	2
7554	CG13932	CG8167	2
7555	CG13933	CG14529	2
7556	CG13933	CG31627	2
7557	CG1394	CG11356	2
7558	CG13952	CG4351	2
7559	CG13953	CG11997	2
7560	CG13953	CG32113	2
7561	CG13953	CG33456	2
7562	CG13954	CG15212	2
7563	CG13968	CG13542	2
7564	CG13968	CG18622	2
7565	CG13968	CG32718	2
7566	CG13968	CG33505	2
7567	CG13968	CG4624	2
7568	CG13968	CG4738	2
7569	CG13969	CG12481	2
7570	CG13970	CG12991	2
7571	CG13970	CG30358	2
7572	CG13970	CG32613	2
7573	CG13980	CG31032	2
7574	CG13980	CG32692	2
7575	CG13980	CG4459	2
7576	CG13981	CG14306	2
7577	CG13981	CG32195	2
7578	CG13981	CG8520	2
7579	CG13982	CG17574	2
7580	CG13982	CG2680	2
7581	CG13982	CG3788	2
7582	CG13984	CG15350	2
7583	CG13984	CG32691	2
7584	CG13984	CG5714	2
7585	CG13998	CG13923	2
7586	CG14006	CG11226	2
7587	CG14006	CG11584	2
7588	CG14006	CG30053	2
7589	CG14006	CG32713	2
7590	CG14007	CG8735	2
7591	CG14013	CG18593	2
7592	CG14013	CG31248	2
7593	CG14013	CG32762	2
7594	CG14013	CG33519	2
7595	CG14013	CG7497	2
7596	CG14015	CG12584	2
7597	CG14020	CG11042	2
7598	CG14020	CG15817	2
7599	CG14020	CG31019	2
7600	CG14021	CG13837	2
7601	CG14021	CG14593	2
7602	CG14021	CG17063	2
7603	CG14029	CG14286	2
7604	CG14029	CG14823	2
7605	CG14029	CG7261	2
7606	CG14035	CG14365	2
7607	CG14035	CG14865	2
7608	CG14035	CG15824	2
7609	CG14035	CG4891	2
7610	CG14040	CG17248	2
7611	CG14040	CG4567	2
7612	CG14047	CG4322	2
7613	CG14050	CG15880	2
7614	CG14050	CG2837	2
7615	CG14050	CG9932	2
7616	CG14057	CG30053	2
7617	CG14057	CG3478	2
7618	CG14060	CG12665	2
7619	CG14060	CG32052	2
7620	CG14060	CG4346	2
7621	CG14063	CG32233	2
7622	CG14065	CG3801	2
7623	CG14076	CG32727	2
7624	CG14077	CG10617	2
7625	CG14077	CG15196	2
7626	CG14077	CG8169	2
7627	CG14082	CG11175	2
7628	CG14082	CG11297	2
7629	CG14082	CG17716	2
7630	CG14085	CG14291	2
7631	CG14085	CG32141	2
7632	CG14085	CG6496	2
7633	CG14086	CG1969	2
7634	CG14086	CG4688	2
7635	CG14088	CG13953	2
7636	CG1409	CG11872	2
7637	CG1409	CG8486	2
7638	CG14100	CG12920	2
7639	CG14106	CG13021	2
7640	CG14106	CG15719	2
7641	CG14106	CG31675	2
7642	CG14106	CG3639	2
7643	CG14109	CG12667	2
7644	CG14115	CG32038	2
7645	CG14116	CG9601	2
7646	CG14117	CG3318	2
7647	CG14117	CG4414	2
7648	CG1411	CG1113	2
7649	CG1411	CG12678	2
7650	CG1411	CG3523	2
7651	CG1411	CG9333	2
7652	CG1411	CG9611	2
7653	CG14129	CG10089	2
7654	CG14129	CG3182	2
7655	CG14129	CG3191	2
7656	CG14129	CG6282	2
7657	CG1412	CG18105	2
7658	CG1412	CG2041	2
7659	CG14131	CG32721	2
7660	CG14137	CG14772	2
7661	CG14137	CG7668	2
7662	CG14148	CG14972	2
7663	CG14148	CG7445	2
7664	CG14160	CG1090	2
7665	CG14160	CG17669	2
7666	CG14160	CG32509	2
7667	CG14160	CG32692	2
7668	CG14173	CG16798	2
7669	CG14174	CG10962	2
7670	CG14176	CG13723	2
7671	CG14176	CG8398	2
7672	CG14181	CG1287	2
7673	CG14187	CG13484	2
7674	CG14187	CG6892	2
7675	CG14195	CG11044	2
7676	CG14195	CG1211	2
7677	CG14195	CG17716	2
7678	CG14195	CG18669	2
7679	CG14195	CG30173	2
7680	CG14195	CG31798	2
7681	CG14195	CG32148	2
7682	CG14195	CG4665	2
7683	CG14195	CG8913	2
7684	CG14195	CG8930	2
7685	CG14200	CG9682	2
7686	CG14216	CG14035	2
7687	CG14216	CG3092	2
7688	CG14230	CG14088	2
7689	CG14230	CG15674	2
7690	CG14234	CG13601	2
7691	CG14234	CG15040	2
7692	CG14234	CG30010	2
7693	CG14234	CG5139	2
7694	CG1424	CG18482	2
7695	CG1424	CG33066	2
7696	CG1424	CG3950	2
7697	CG1424	CG7304	2
7698	CG14257	CG14950	2
7699	CG14257	CG5961	2
7700	CG14259	CG13596	2
7701	CG14259	CG15335	2
7702	CG14283	CG32091	2
7703	CG14291	CG3829	2
7704	CG14294	CG13018	2
7705	CG14294	CG17820	2
7706	CG14299	CG12900	2
7707	CG14299	CG5765	2
7708	CG14303	CG12598	2
7709	CG14303	CG30067	2
7710	CG14303	CG30279	2
7711	CG14306	CG13244	2
7712	CG14306	CG9559	2
7713	CG14312	CG18241	2
7714	CG14312	CG32691	2
7715	CG14318	CG31223	2
7716	CG14318	CG3223	2
7717	CG14318	CG33488	2
7718	CG14321	CG15127	2
7719	CG14322	CG10936	2
7720	CG14322	CG13392	2
7721	CG14322	CG2411	2
7722	CG14326	CG12906	2
7723	CG14326	CG31627	2
7724	CG14327	CG9996	2
7725	CG14330	CG4688	2
7726	CG14333	CG13607	2
7727	CG14340	CG5048	2
7728	CG14342	CG15780	2
7729	CG14342	CG17063	2
7730	CG14342	CG32235	2
7731	CG14343	CG13563	2
7732	CG14343	CG3706	2
7733	CG14355	CG6896	2
7734	CG14358	CG32066	2
7735	CG14358	CG7275	2
7736	CG14365	CG10877	2
7737	CG14370	CG31851	2
7738	CG14370	CG9272	2
7739	CG14375	CG15168	2
7740	CG14375	CG2657	2
7741	CG14375	CG5059	2
7742	CG14384	CG33558	2
7743	CG14395	CG17793	2
7744	CG14400	CG12945	2
7745	CG14400	CG6120	2
7746	CG14407	CG11123	2
7747	CG14417	CG10936	2
7748	CG14417	CG12844	2
7749	CG14423	CG10421	2
7750	CG14423	CG13250	2
7751	CG14423	CG18729	2
7752	CG14430	CG18368	2
7753	CG14439	CG1882	2
7754	CG14439	CG30381	2
7755	CG14439	CG9947	2
7756	CG14441	CG11297	2
7757	CG14441	CG12320	2
7758	CG14459	CG15147	2
7759	CG14459	CG5084	2
7760	CG14460	CG31749	2
7761	CG14460	CG6308	2
7762	CG14462	CG31709	2
7763	CG14462	CG3318	2
7764	CG14462	CG7779	2
7765	CG14481	CG10543	2
7766	CG14483	CG15488	2
7767	CG14483	CG17982	2
7768	CG14483	CG6831	2
7769	CG14485	CG13841	2
7770	CG14485	CG31223	2
7771	CG14485	CG33553	2
7772	CG14485	CG4825	2
7773	CG14491	CG14050	2
7774	CG14491	CG5435	2
7775	CG14493	CG32651	2
7776	CG14497	CG32692	2
7777	CG14500	CG11226	2
7778	CG14501	CG10121	2
7779	CG14501	CG14375	2
7780	CG14501	CG30186	2
7781	CG14505	CG11231	2
7782	CG14505	CG30465	2
7783	CG14505	CG32719	2
7784	CG14507	CG12176	2
7785	CG14507	CG12263	2
7786	CG14529	CG1176	2
7787	CG14529	CG12693	2
7788	CG14529	CG13931	2
7789	CG14529	CG15348	2
7790	CG14532	CG13594	2
7791	CG14532	CG3881	2
7792	CG14532	CG9691	2
7793	CG14535	CG2789	2
7794	CG14537	CG33232	2
7795	CG14541	CG17375	2
7796	CG14550	CG13431	2
7797	CG14550	CG13884	2
7798	CG14561	CG12996	2
7799	CG14561	CG13702	2
7800	CG14561	CG33303	2
7801	CG14561	CG4633	2
7802	CG14562	CG12848	2
7803	CG14562	CG15673	2
7804	CG14564	CG15733	2
7805	CG14564	CG32416	2
7806	CG14565	CG13198	2
7807	CG14573	CG1941	2
7808	CG14573	CG4521	2
7809	CG14574	CG2928	2
7810	CG14586	CG32693	2
7811	CG14586	CG7708	2
7812	CG1458	CG11937	2
7813	CG14591	CG6370	2
7814	CG14593	CG5412	2
7815	CG14593	CG8519	2
7816	CG14615	CG13055	2
7817	CG14615	CG13216	2
7818	CG14615	CG15350	2
7819	CG14615	CG31320	2
7820	CG14615	CG7337	2
7821	CG14621	CG31193	2
7822	CG14624	CG11044	2
7823	CG14624	CG30120	2
7824	CG14624	CG7422	2
7825	CG14624	CG7839	2
7826	CG14626	CG12820	2
7827	CG14629	CG32310	2
7828	CG14633	CG31555	2
7829	CG14635	CG1774	2
7830	CG14635	CG6914	2
7831	CG14635	CG8153	2
7832	CG14635	CG9886	2
7833	CG14660	CG15307	2
7834	CG14660	CG4481	2
7835	CG14660	CG6038	2
7836	CG14668	CG14770	2
7837	CG14668	CG18223	2
7838	CG14668	CG32970	2
7839	CG14668	CG9815	2
7840	CG14669	CG1458	2
7841	CG14672	CG18669	2
7842	CG14673	CG14493	2
7843	CG14673	CG15785	2
7844	CG14673	CG16965	2
7845	CG14673	CG8945	2
7846	CG14674	CG11550	2
7847	CG14674	CG13126	2
7848	CG14674	CG3893	2
7849	CG14686	CG11231	2
7850	CG14687	CG13534	2
7851	CG14687	CG13566	2
7852	CG14687	CG31110	2
7853	CG14687	CG31463	2
7854	CG14701	CG14082	2
7855	CG14701	CG2135	2
7856	CG14701	CG32631	2
7857	CG14717	CG12734	2
7858	CG14717	CG17063	2
7859	CG14717	CG5646	2
7860	CG14721	CG31360	2
7861	CG14721	CG32591	2
7862	CG14741	CG14299	2
7863	CG14741	CG15497	2
7864	CG14741	CG7420	2
7865	CG14754	CG3194	2
7866	CG14757	CG16952	2
7867	CG14770	CG11260	2
7868	CG14770	CG30468	2
7869	CG14772	CG32320	2
7870	CG14772	CG4686	2
7871	CG14774	CG1221	2
7872	CG14774	CG13654	2
7873	CG14774	CG14326	2
7874	CG14774	CG17321	2
7875	CG14774	CG4341	2
7876	CG14774	CG5205	2
7877	CG14777	CG11500	2
7878	CG14777	CG11671	2
7879	CG14777	CG12314	2
7880	CG14777	CG18389	2
7881	CG14781	CG30336	2
7882	CG14781	CG30356	2
7883	CG14787	CG14789	2
7884	CG14787	CG31404	2
7885	CG14787	CG5993	2
7886	CG14799	CG31606	2
7887	CG14809	CG6959	2
7888	CG14821	CG12900	2
7889	CG14821	CG16798	2
7890	CG14825	CG31411	2
7891	CG14826	CG17341	2
7892	CG14826	CG31880	2
7893	CG14835	CG31244	2
7894	CG14838	CG15582	2
7895	CG14838	CG6061	2
7896	CG1484	CG12859	2
7897	CG14854	CG11415	2
7898	CG14871	CG32167	2
7899	CG14872	CG30500	2
7900	CG14872	CG32333	2
7901	CG14883	CG13519	2
7902	CG14883	CG14375	2
7903	CG14883	CG15499	2
7904	CG14903	CG12859	2
7905	CG14903	CG1751	2
7906	CG14903	CG1863	2
7907	CG14903	CG18814	2
7908	CG14903	CG5747	2
7909	CG14910	CG10476	2
7910	CG14910	CG15411	2
7911	CG14916	CG31683	2
7912	CG14916	CG9147	2
7913	CG14920	CG31066	2
7914	CG14920	CG6023	2
7915	CG14944	CG13931	2
7916	CG14944	CG31600	2
7917	CG14945	CG13082	2
7918	CG14945	CG13739	2
7919	CG14945	CG32132	2
7920	CG14945	CG5122	2
7921	CG14945	CG5465	2
7922	CG14947	CG15393	2
7923	CG14947	CG15704	2
7924	CG14947	CG5543	2
7925	CG14948	CG14181	2
7926	CG14948	CG3570	2
7927	CG14948	CG7616	2
7928	CG1494	CG2114	2
7929	CG1494	CG30476	2
7930	CG14955	CG10877	2
7931	CG14966	CG13171	2
7932	CG14966	CG13855	2
7933	CG14969	CG13028	2
7934	CG14969	CG1514	2
7935	CG14969	CG30395	2
7936	CG14971	CG32080	2
7937	CG14972	CG10910	2
7938	CG14972	CG30353	2
7939	CG14973	CG2112	2
7940	CG14974	CG13215	2
7941	CG14980	CG11257	2
7942	CG14980	CG17509	2
7943	CG14980	CG33558	2
7944	CG14980	CG4342	2
7945	CG14984	CG31179	2
7946	CG14997	CG7816	2
7947	CG15005	CG13841	2
7948	CG1500	CG2794	2
7949	CG15014	CG14717	2
7950	CG15014	CG15438	2
7951	CG15014	CG31079	2
7952	CG15014	CG5406	2
7953	CG15019	CG13230	2
7954	CG1501	CG30269	2
7955	CG1501	CG3328	2
7956	CG15020	CG15817	2
7957	CG15024	CG12455	2
7958	CG15024	CG7295	2
7959	CG15027	CG11010	2
7960	CG15027	CG32715	2
7961	CG15027	CG6417	2
7962	CG15028	CG33477	2
7963	CG15028	CG9053	2
7964	CG15030	CG14340	2
7965	CG15030	CG6896	2
7966	CG15034	CG10185	2
7967	CG15034	CG5003	2
7968	CG15035	CG30143	2
7969	CG15035	CG4351	2
7970	CG15040	CG7708	2
7971	CG15044	CG15555	2
7972	CG15044	CG16922	2
7973	CG15048	CG11297	2
7974	CG15048	CG32399	2
7975	CG15048	CG3520	2
7976	CG15048	CG4626	2
7977	CG15048	CG5652	2
7978	CG15048	CG8443	2
7979	CG15055	CG14809	2
7980	CG15055	CG16736	2
7981	CG15057	CG14591	2
7982	CG15057	CG9147	2
7983	CG15058	CG1494	2
7984	CG15058	CG31057	2
7985	CG15058	CG31459	2
7986	CG1505	CG30067	2
7987	CG15060	CG1689	2
7988	CG15061	CG17996	2
7989	CG15082	CG14621	2
7990	CG15086	CG13437	2
7991	CG15086	CG13618	2
7992	CG15086	CG18648	2
7993	CG15111	CG12691	2
7994	CG15111	CG14562	2
7995	CG15111	CG2917	2
7996	CG15111	CG33526	2
7997	CG15127	CG11198	2
7998	CG15134	CG11851	2
7999	CG15134	CG32982	2
8000	CG15134	CG6957	2
8001	CG15142	CG9879	2
8002	CG15147	CG13739	2
8003	CG15147	CG32233	2
8004	CG15147	CG7504	2
8005	CG15148	CG13162	2
8006	CG15148	CG14673	2
8007	CG15148	CG15581	2
8008	CG15148	CG31923	2
8009	CG15149	CG31174	2
8010	CG15149	CG6698	2
8011	CG1514	CG14721	2
8012	CG1514	CG30376	2
8013	CG15155	CG14892	2
8014	CG15155	CG33110	2
8015	CG15159	CG13064	2
8016	CG15166	CG31781	2
8017	CG15168	CG13792	2
8018	CG15168	CG14835	2
8019	CG1517	CG13012	2
8020	CG1517	CG4446	2
8021	CG15184	CG31840	2
8022	CG15189	CG13775	2
8023	CG15196	CG3600	2
8024	CG15207	CG1922	2
8025	CG15213	CG13094	2
8026	CG15213	CG7497	2
8027	CG15216	CG31852	2
8028	CG15221	CG11692	2
8029	CG15221	CG33108	2
8030	CG15221	CG6614	2
8031	CG15227	CG15598	2
8032	CG15227	CG6318	2
8033	CG15235	CG5339	2
8034	CG15237	CG13231	2
8035	CG15237	CG1667	2
8036	CG15237	CG31901	2
8037	CG15237	CG33322	2
8038	CG15245	CG10050	2
8039	CG15247	CG18765	2
8040	CG15247	CG33136	2
8041	CG15247	CG8152	2
8042	CG15250	CG10399	2
8043	CG15250	CG6579	2
8044	CG15251	CG17982	2
8045	CG15258	CG1463	2
8046	CG15260	CG13207	2
8047	CG15260	CG8202	2
8048	CG15277	CG30094	2
8049	CG15277	CG31859	2
8050	CG15278	CG6721	2
8051	CG15278	CG7002	2
8052	CG15281	CG10702	2
8053	CG15281	CG14059	2
8054	CG15281	CG3284	2
8055	CG15281	CG6556	2
8056	CG15287	CG14901	2
8057	CG15296	CG33494	2
8058	CG15296	CG6217	2
8059	CG15296	CG7320	2
8060	CG15307	CG15028	2
8061	CG15307	CG3273	2
8062	CG15317	CG31517	2
8063	CG15324	CG16912	2
8064	CG15326	CG17193	2
8065	CG15326	CG31297	2
8066	CG15326	CG31321	2
8067	CG15327	CG13908	2
8068	CG15327	CG3695	2
8069	CG15329	CG5756	2
8070	CG15332	CG11123	2
8071	CG15335	CG10962	2
8072	CG15335	CG33288	2
8073	CG15343	CG15616	2
8074	CG15345	CG7452	2
8075	CG15348	CG1532	2
8076	CG15349	CG32655	2
8077	CG15349	CG3362	2
8078	CG15349	CG4089	2
8079	CG15350	CG10286	2
8080	CG15350	CG13875	2
8081	CG15350	CG14481	2
8082	CG15350	CG1667	2
8083	CG15350	CG31287	2
8084	CG15357	CG2702	2
8085	CG15375	CG6097	2
8086	CG15375	CG7700	2
8087	CG15385	CG14035	2
8088	CG15386	CG10197	2
8089	CG15386	CG17261	2
8090	CG15386	CG18669	2
8091	CG15386	CG32350	2
8092	CG15387	CG11210	2
8093	CG15387	CG6318	2
8094	CG15390	CG15911	2
8095	CG15390	CG2031	2
8096	CG15390	CG7887	2
8097	CG15393	CG18744	2
8098	CG15394	CG13558	2
8099	CG15394	CG5571	2
8100	CG15400	CG1517	2
8101	CG15400	CG15744	2
8102	CG15400	CG6562	2
8103	CG15400	CG8100	2
8104	CG15404	CG2126	2
8105	CG15405	CG32937	2
8106	CG15411	CG15345	2
8107	CG15411	CG2989	2
8108	CG15411	CG30069	2
8109	CG15427	CG16739	2
8110	CG15431	CG33136	2
8111	CG15432	CG13939	2
8112	CG15434	CG15203	2
8113	CG15446	CG8090	2
8114	CG15449	CG12290	2
8115	CG15449	CG14964	2
8116	CG15453	CG16720	2
8117	CG15454	CG5553	2
8118	CG15454	CG9592	2
8119	CG15460	CG15030	2
8120	CG15460	CG17386	2
8121	CG15460	CG8516	2
8122	CG15461	CG15639	2
8123	CG15462	CG32114	2
8124	CG15462	CG3775	2
8125	CG15462	CG5122	2
8126	CG15464	CG13908	2
8127	CG15464	CG14854	2
8128	CG15464	CG32973	2
8129	CG15464	CG3495	2
8130	CG15477	CG18250	2
8131	CG15477	CG9256	2
8132	CG15488	CG30048	2
8133	CG15488	CG32141	2
8134	CG15488	CG5510	2
8135	CG15488	CG8771	2
8136	CG15494	CG17820	2
8137	CG15494	CG32194	2
8138	CG15497	CG10473	2
8139	CG15497	CG31395	2
8140	CG15497	CG33505	2
8141	CG15498	CG14646	2
8142	CG15498	CG17137	2
8143	CG15498	CG2666	2
8144	CG15498	CG31784	2
8145	CG15510	CG13518	2
8146	CG15510	CG9143	2
8147	CG15522	CG15332	2
8148	CG15522	CG9548	2
8149	CG15535	CG17618	2
8150	CG15535	CG33482	2
8151	CG15536	CG15122	2
8152	CG15536	CG4132	2
8153	CG15536	CG4973	2
8154	CG15537	CG4527	2
8155	CG15541	CG31538	2
8156	CG15541	CG5946	2
8157	CG15541	CG7261	2
8158	CG15541	CG7598	2
8159	CG15543	CG3887	2
8160	CG15543	CG4721	2
8161	CG15550	CG11611	2
8162	CG15550	CG15704	2
8163	CG15550	CG5321	2
8164	CG15550	CG5799	2
8165	CG15551	CG12038	2
8166	CG15551	CG13845	2
8167	CG15551	CG14865	2
8168	CG15551	CG6959	2
8169	CG15554	CG2976	2
8170	CG15554	CG32833	2
8171	CG15555	CG14176	2
8172	CG15555	CG4605	2
8173	CG1555	CG13489	2
8174	CG1555	CG14969	2
8175	CG15563	CG12275	2
8176	CG15563	CG18622	2
8177	CG15573	CG12693	2
8178	CG15573	CG13717	2
8179	CG15573	CG31041	2
8180	CG15581	CG12626	2
8181	CG15581	CG14257	2
8182	CG15581	CG6492	2
8183	CG15582	CG14925	2
8184	CG1558	CG5394	2
8185	CG15594	CG11146	2
8186	CG15594	CG31464	2
8187	CG15594	CG32268	2
8188	CG15599	CG31629	2
8189	CG15603	CG14181	2
8190	CG15603	CG31172	2
8191	CG15604	CG10778	2
8192	CG15604	CG13795	2
8193	CG15604	CG5394	2
8194	CG15604	CG6404	2
8195	CG15609	CG10630	2
8196	CG15609	CG15256	2
8197	CG15609	CG33544	2
8198	CG15609	CG7507	2
8199	CG1560	CG13055	2
8200	CG15614	CG13207	2
8201	CG15614	CG7422	2
8202	CG1561	CG2904	2
8203	CG15626	CG15044	2
8204	CG15626	CG17333	2
8205	CG15627	CG4950	2
8206	CG15627	CG5048	2
8207	CG15628	CG17137	2
8208	CG15628	CG32830	2
8209	CG15628	CG33334	2
8210	CG15629	CG13692	2
8211	CG15629	CG17786	2
8212	CG15629	CG18482	2
8213	CG15629	CG32599	2
8214	CG15629	CG33279	2
8215	CG15629	CG7288	2
8216	CG15629	CG7839	2
8217	CG15635	CG10970	2
8218	CG15635	CG12551	2
8219	CG15635	CG33342	2
8220	CG15639	CG15212	2
8221	CG15641	CG10850	2
8222	CG15641	CG6280	2
8223	CG15642	CG7639	2
8224	CG15643	CG12678	2
8225	CG15643	CG32855	2
8226	CG15643	CG9249	2
8227	CG15650	CG12612	2
8228	CG15650	CG1308	2
8229	CG15650	CG32091	2
8230	CG15657	CG13596	2
8231	CG15673	CG17083	2
8232	CG15673	CG6967	2
8233	CG15674	CG31174	2
8234	CG15674	CG4907	2
8235	CG15675	CG10688	2
8236	CG15675	CG32614	2
8237	CG15675	CG3345	2
8238	CG15678	CG32662	2
8239	CG15699	CG6149	2
8240	CG1569	CG33307	2
8241	CG1569	CG6449	2
8242	CG15701	CG12077	2
8243	CG15701	CG14286	2
8244	CG15708	CG15599	2
8245	CG1571	CG10742	2
8246	CG1571	CG17780	2
8247	CG15720	CG31522	2
8248	CG15720	CG31647	2
8249	CG15721	CG14721	2
8250	CG15721	CG16931	2
8251	CG15721	CG18173	2
8252	CG15725	CG30379	2
8253	CG15725	CG32306	2
8254	CG15727	CG30364	2
8255	CG15727	CG3950	2
8256	CG1572	CG2206	2
8257	CG15730	CG2411	2
8258	CG15730	CG32415	2
8259	CG15732	CG3345	2
8260	CG15733	CG14774	2
8261	CG15734	CG13743	2
8262	CG15734	CG3284	2
8263	CG15734	CG3893	2
8264	CG15734	CG5614	2
8265	CG15738	CG1172	2
8266	CG15738	CG12483	2
8267	CG15744	CG13207	2
8268	CG15744	CG14838	2
8269	CG15744	CG15922	2
8270	CG15756	CG12303	2
8271	CG15756	CG15462	2
8272	CG15756	CG6281	2
8273	CG1575	CG33506	2
8274	CG15768	CG9731	2
8275	CG15770	CG32436	2
8276	CG15780	CG11895	2
8277	CG15783	CG11664	2
8278	CG15783	CG13455	2
8279	CG15783	CG13556	2
8280	CG15785	CG4136	2
8281	CG15786	CG13284	2
8282	CG15814	CG14872	2
8283	CG15814	CG32187	2
8284	CG15814	CG4110	2
8285	CG15817	CG13243	2
8286	CG15824	CG12014	2
8287	CG15824	CG13562	2
8288	CG15824	CG14826	2
8289	CG15824	CG15387	2
8290	CG15824	CG7289	2
8291	CG15825	CG33287	2
8292	CG15825	CG8311	2
8293	CG1584	CG7582	2
8294	CG15867	CG1365	2
8295	CG15867	CG16940	2
8296	CG15877	CG1147	2
8297	CG15877	CG12899	2
8298	CG15877	CG31172	2
8299	CG15877	CG31697	2
8300	CG15877	CG6131	2
8301	CG15877	CG9386	2
8302	CG15880	CG6938	2
8303	CG15880	CG9689	2
8304	CG15882	CG12535	2
8305	CG15882	CG4644	2
8306	CG15882	CG6124	2
8307	CG15887	CG13693	2
8308	CG15887	CG1545	2
8309	CG15887	CG3271	2
8310	CG15887	CG33228	2
8311	CG15887	CG33494	2
8312	CG15888	CG32080	2
8313	CG15896	CG7630	2
8314	CG15904	CG9615	2
8315	CG15905	CG13130	2
8316	CG15905	CG15278	2
8317	CG15905	CG32368	2
8318	CG15922	CG10660	2
8319	CG15922	CG13884	2
8320	CG15922	CG7950	2
8321	CG15924	CG10493	2
8322	CG15924	CG15721	2
8323	CG15924	CG33312	2
8324	CG15924	CG7376	2
8325	CG15924	CG8399	2
8326	CG15925	CG13842	2
8327	CG15930	CG13540	2
8328	CG15930	CG31347	2
8329	CG15930	CG32336	2
8330	CG15930	CG33110	2
8331	CG15930	CG4495	2
8332	CG15930	CG9362	2
8333	CG1597	CG17786	2
8334	CG1625	CG33284	2
8335	CG1639	CG15035	2
8336	CG1666	CG9104	2
8337	CG1670	CG13850	2
8338	CG1670	CG17330	2
8339	CG16720	CG6362	2
8340	CG16720	CG6603	2
8341	CG16736	CG13861	2
8342	CG1673	CG7327	2
8343	CG1673	CG7753	2
8344	CG16741	CG6831	2
8345	CG16741	CG9542	2
8346	CG16742	CG13111	2
8347	CG16742	CG15464	2
8348	CG16742	CG31620	2
8349	CG16757	CG11926	2
8350	CG16757	CG15510	2
8351	CG16757	CG7830	2
8352	CG16762	CG13021	2
8353	CG16762	CG15627	2
8354	CG16762	CG32192	2
8355	CG16762	CG33080	2
8356	CG16785	CG13404	2
8357	CG16785	CG5060	2
8358	CG16785	CG6531	2
8359	CG16825	CG1981	2
8360	CG16837	CG10962	2
8361	CG16849	CG15061	2
8362	CG16849	CG15256	2
8363	CG16849	CG31558	2
8364	CG16849	CG4763	2
8365	CG16850	CG16952	2
8366	CG16850	CG32675	2
8367	CG16863	CG3709	2
8368	CG16868	CG12964	2
8369	CG16868	CG9667	2
8370	CG16876	CG10543	2
8371	CG16876	CG7544	2
8372	CG16879	CG15643	2
8373	CG16879	CG30268	2
8374	CG16879	CG30364	2
8375	CG16879	CG32651	2
8376	CG1689	CG33342	2
8377	CG16902	CG10072	2
8378	CG16902	CG15554	2
8379	CG16902	CG32441	2
8380	CG16908	CG18389	2
8381	CG16910	CG32448	2
8382	CG16910	CG5281	2
8383	CG16912	CG12678	2
8384	CG16912	CG33199	2
8385	CG16918	CG8112	2
8386	CG16922	CG10399	2
8387	CG16922	CG15497	2
8388	CG16922	CG33493	2
8389	CG16922	CG5629	2
8390	CG1692	CG3121	2
8391	CG16931	CG13932	2
8392	CG1693	CG3029	2
8393	CG16940	CG13719	2
8394	CG16944	CG13089	2
8395	CG16944	CG13418	2
8396	CG16944	CG13856	2
8397	CG16944	CG30485	2
8398	CG16944	CG4201	2
8399	CG16944	CG6547	2
8400	CG16952	CG14249	2
8401	CG16956	CG1412	2
8402	CG16956	CG30081	2
8403	CG16956	CG3893	2
8404	CG16956	CG7295	2
8405	CG16964	CG31463	2
8406	CG16979	CG12971	2
8407	CG16979	CG3134	2
8408	CG16979	CG3437	2
8409	CG16989	CG31781	2
8410	CG1701	CG13154	2
8411	CG1701	CG30001	2
8412	CG1701	CG6938	2
8413	CG17047	CG15159	2
8414	CG17047	CG16720	2
8415	CG17047	CG1744	2
8416	CG17047	CG4207	2
8417	CG17047	CG6705	2
8418	CG17047	CG7083	2
8419	CG17049	CG10706	2
8420	CG17054	CG9613	2
8421	CG17064	CG9380	2
8422	CG17065	CG13082	2
8423	CG17065	CG30377	2
8424	CG17065	CG32827	2
8425	CG17065	CG6370	2
8426	CG17065	CG8297	2
8427	CG17078	CG32855	2
8428	CG1707	CG13800	2
8429	CG1707	CG15411	2
8430	CG17083	CG30320	2
8431	CG17083	CG30485	2
8432	CG17098	CG31898	2
8433	CG17100	CG32021	2
8434	CG17100	CG9887	2
8435	CG17111	CG13076	2
8436	CG17111	CG5553	2
8437	CG17119	CG4711	2
8438	CG17137	CG2380	2
8439	CG17137	CG33231	2
8440	CG17152	CG32040	2
8441	CG17177	CG12307	2
8442	CG1718	CG11111	2
8443	CG1718	CG6120	2
8444	CG17197	CG11374	2
8445	CG17199	CG10617	2
8446	CG17199	CG2380	2
8447	CG17199	CG33530	2
8448	CG17199	CG3570	2
8449	CG17199	CG3893	2
8450	CG17208	CG13732	2
8451	CG17208	CG2006	2
8452	CG17208	CG32320	2
8453	CG17213	CG4186	2
8454	CG17213	CG5048	2
8455	CG17213	CG7233	2
8456	CG17223	CG33541	2
8457	CG17241	CG13802	2
8458	CG17241	CG9792	2
8459	CG17248	CG14537	2
8460	CG17249	CG32300	2
8461	CG17252	CG1150	2
8462	CG17252	CG12253	2
8463	CG17252	CG12462	2
